site	7_region
9123	Complex V
9124	Complex V
9125	Complex V
9126	Complex V
9127	Complex V
9128	Complex V
9129	Complex V
9130	Complex V
9131	Complex V
9132	Complex V
9133	Complex V
9134	Complex V
9135	Complex V
9136	Complex V
9137	Complex V
9138	Complex V
9139	Complex V
9140	Complex V
9141	Complex V
9142	Complex V
9143	Complex V
9144	Complex V
9145	Complex V
9146	Complex V
9147	Complex V
9148	Complex V
9149	Complex V
9150	Complex V
9151	Complex V
9152	Complex V
9153	Complex V
9154	Complex V
9155	Complex V
9156	Complex V
9157	Complex V
9158	Complex V
9159	Complex V
9160	Complex V
9161	Complex V
9162	Complex V
9163	Complex V
9164	Complex V
9165	Complex V
9166	Complex V
9167	Complex V
9168	Complex V
9169	Complex V
9170	Complex V
9171	Complex V
9172	Complex V
9173	Complex V
9174	Complex V
9175	Complex V
9176	Complex V
9177	Complex V
9178	Complex V
9179	Complex V
9180	Complex V
9181	Complex V
9182	Complex V
9183	Complex V
9184	Complex V
9185	Complex V
9186	Complex V
9187	Complex V
9188	Complex V
9189	Complex V
9190	Complex V
9191	Complex V
9192	Complex V
9193	Complex V
9194	Complex V
9195	Complex V
9196	Complex V
9197	Complex V
9198	Complex V
9199	Complex V
9200	Complex V
9201	Complex V
9202	Complex V
9203	Complex V
9204	Complex V
9205	Complex V
9206	Complex V
9207	Complex V
9208	Complex IV
9209	Complex IV
9210	Complex IV
9211	Complex IV
9212	Complex IV
9213	Complex IV
9214	Complex IV
9215	Complex IV
9216	Complex IV
9217	Complex IV
9218	Complex IV
9219	Complex IV
9220	Complex IV
9221	Complex IV
9222	Complex IV
9223	Complex IV
9224	Complex IV
9225	Complex IV
9226	Complex IV
9227	Complex IV
9228	Complex IV
9229	Complex IV
9230	Complex IV
9231	Complex IV
9232	Complex IV
9233	Complex IV
9234	Complex IV
9235	Complex IV
9236	Complex IV
9237	Complex IV
9238	Complex IV
9239	Complex IV
9240	Complex IV
9241	Complex IV
9242	Complex IV
9243	Complex IV
9244	Complex IV
9245	Complex IV
9246	Complex IV
9247	Complex IV
9248	Complex IV
9249	Complex IV
9250	Complex IV
9251	Complex IV
9252	Complex IV
9253	Complex IV
9254	Complex IV
9255	Complex IV
9256	Complex IV
9257	Complex IV
9258	Complex IV
9259	Complex IV
9260	Complex IV
9261	Complex IV
9262	Complex IV
9263	Complex IV
9264	Complex IV
9265	Complex IV
9266	Complex IV
9267	Complex IV
9268	Complex IV
9269	Complex IV
9270	Complex IV
9271	Complex IV
9272	Complex IV
9273	Complex IV
9274	Complex IV
9275	Complex IV
9276	Complex IV
9277	Complex IV
9278	Complex IV
9279	Complex IV
9280	Complex IV
9281	Complex IV
9282	Complex IV
9283	Complex IV
9284	Complex IV
9285	Complex IV
9286	Complex IV
9287	Complex IV
9288	Complex IV
9289	Complex IV
9290	Complex IV
9291	Complex IV
9292	Complex IV
9293	Complex IV
9294	Complex IV
9295	Complex IV
9296	Complex IV
9297	Complex IV
9298	Complex IV
9299	Complex IV
9300	Complex IV
9301	Complex IV
9302	Complex IV
9303	Complex IV
9304	Complex IV
9305	Complex IV
9306	Complex IV
9307	Complex IV
9308	Complex IV
9309	Complex IV
9310	Complex IV
9311	Complex IV
9312	Complex IV
9313	Complex IV
9314	Complex IV
9315	Complex IV
9316	Complex IV
9317	Complex IV
9318	Complex IV
9319	Complex IV
9320	Complex IV
9321	Complex IV
9322	Complex IV
9323	Complex IV
9324	Complex IV
9325	Complex IV
9326	Complex IV
9327	Complex IV
9328	Complex IV
9329	Complex IV
9330	Complex IV
9331	Complex IV
9332	Complex IV
9333	Complex IV
9334	Complex IV
9335	Complex IV
9336	Complex IV
9337	Complex IV
9338	Complex IV
9339	Complex IV
9340	Complex IV
9341	Complex IV
9342	Complex IV
9343	Complex IV
9344	Complex IV
9345	Complex IV
9346	Complex IV
9347	Complex IV
9348	Complex IV
9349	Complex IV
9350	Complex IV
9351	Complex IV
9352	Complex IV
9353	Complex IV
9354	Complex IV
9355	Complex IV
9356	Complex IV
9357	Complex IV
9358	Complex IV
9359	Complex IV
9360	Complex IV
9361	Complex IV
9362	Complex IV
9363	Complex IV
9364	Complex IV
9365	Complex IV
9366	Complex IV
9367	Complex IV
9368	Complex IV
9369	Complex IV
9370	Complex IV
9371	Complex IV
9372	Complex IV
9373	Complex IV
9374	Complex IV
9375	Complex IV
9376	Complex IV
9377	Complex IV
9378	Complex IV
9379	Complex IV
9380	Complex IV
9381	Complex IV
9382	Complex IV
9383	Complex IV
9384	Complex IV
9385	Complex IV
9386	Complex IV
9387	Complex IV
9388	Complex IV
9389	Complex IV
9390	Complex IV
9391	Complex IV
9392	Complex IV
9393	Complex IV
9394	Complex IV
9395	Complex IV
9396	Complex IV
9397	Complex IV
9398	Complex IV
9399	Complex IV
9400	Complex IV
9401	Complex IV
9402	Complex IV
9403	Complex IV
9404	Complex IV
9405	Complex IV
9406	Complex IV
9407	Complex IV
9408	Complex IV
9409	Complex IV
9410	Complex IV
9411	Complex IV
9412	Complex IV
9413	Complex IV
9414	Complex IV
9415	Complex IV
9416	Complex IV
9417	Complex IV
9418	Complex IV
9419	Complex IV
9420	Complex IV
9421	Complex IV
9422	Complex IV
9423	Complex IV
9424	Complex IV
9425	Complex IV
9426	Complex IV
9427	Complex IV
9428	Complex IV
9429	Complex IV
9430	Complex IV
9431	Complex IV
9432	Complex IV
9433	Complex IV
9434	Complex IV
9435	Complex IV
9436	Complex IV
9437	Complex IV
9438	Complex IV
9439	Complex IV
9440	Complex IV
9441	Complex IV
9442	Complex IV
9443	Complex IV
9444	Complex IV
9445	Complex IV
9446	Complex IV
9447	Complex IV
9448	Complex IV
9449	Complex IV
9450	Complex IV
9451	Complex IV
9452	Complex IV
9453	Complex IV
9454	Complex IV
9455	Complex IV
9456	Complex IV
9457	Complex IV
9458	Complex IV
9459	Complex IV
9460	Complex IV
9461	Complex IV
9462	Complex IV
9463	Complex IV
9464	Complex IV
9465	Complex IV
9466	Complex IV
9467	Complex IV
9468	Complex IV
9469	Complex IV
9470	Complex IV
9471	Complex IV
9472	Complex IV
9473	Complex IV
9474	Complex IV
9475	Complex IV
9476	Complex IV
9477	Complex IV
9478	Complex IV
9479	Complex IV
9480	Complex IV
9481	Complex IV
9482	Complex IV
9483	Complex IV
9484	Complex IV
9485	Complex IV
9486	Complex IV
9487	Complex IV
9488	Complex IV
9489	Complex IV
9490	Complex IV
9491	Complex IV
9492	Complex IV
9493	Complex IV
9494	Complex IV
9495	Complex IV
9496	Complex IV
9497	Complex IV
9498	Complex IV
9499	Complex IV
9500	Complex IV
9501	Complex IV
9502	Complex IV
9503	Complex IV
9504	Complex IV
9505	Complex IV
9506	Complex IV
9507	Complex IV
9508	Complex IV
9509	Complex IV
9510	Complex IV
9511	Complex IV
9512	Complex IV
9513	Complex IV
9514	Complex IV
9515	Complex IV
9516	Complex IV
9517	Complex IV
9518	Complex IV
9519	Complex IV
9520	Complex IV
9521	Complex IV
9522	Complex IV
9523	Complex IV
9524	Complex IV
9525	Complex IV
9526	Complex IV
9527	Complex IV
9528	Complex IV
9529	Complex IV
9530	Complex IV
9531	Complex IV
9532	Complex IV
9533	Complex IV
9534	Complex IV
9535	Complex IV
9536	Complex IV
9537	Complex IV
9538	Complex IV
9539	Complex IV
9540	Complex IV
9541	Complex IV
9542	Complex IV
9543	Complex IV
9544	Complex IV
9545	Complex IV
9546	Complex IV
9547	Complex IV
9548	Complex IV
9549	Complex IV
9550	Complex IV
9551	Complex IV
9552	Complex IV
9553	Complex IV
9554	Complex IV
9555	Complex IV
9556	Complex IV
9557	Complex IV
9558	Complex IV
9559	Complex IV
9560	Complex IV
9561	Complex IV
9562	Complex IV
9563	Complex IV
9564	Complex IV
9565	Complex IV
9566	Complex IV
9567	Complex IV
9568	Complex IV
9569	Complex IV
9570	Complex IV
9571	Complex IV
9572	Complex IV
9573	Complex IV
9574	Complex IV
9575	Complex IV
9576	Complex IV
9577	Complex IV
9578	Complex IV
9579	Complex IV
9580	Complex IV
9581	Complex IV
9582	Complex IV
9583	Complex IV
9584	Complex IV
9585	Complex IV
9586	Complex IV
9587	Complex IV
9588	Complex IV
9589	Complex IV
9590	Complex IV
9591	Complex IV
9592	Complex IV
9593	Complex IV
9594	Complex IV
9595	Complex IV
9596	Complex IV
9597	Complex IV
9598	Complex IV
9599	Complex IV
9600	Complex IV
9601	Complex IV
9602	Complex IV
9603	Complex IV
9604	Complex IV
9605	Complex IV
9606	Complex IV
9607	Complex IV
9608	Complex IV
9609	Complex IV
9610	Complex IV
9611	Complex IV
9612	Complex IV
9613	Complex IV
9614	Complex IV
9615	Complex IV
9616	Complex IV
9617	Complex IV
9618	Complex IV
9619	Complex IV
9620	Complex IV
9621	Complex IV
9622	Complex IV
9623	Complex IV
9624	Complex IV
9625	Complex IV
9626	Complex IV
9627	Complex IV
9628	Complex IV
9629	Complex IV
9630	Complex IV
9631	Complex IV
9632	Complex IV
9633	Complex IV
9634	Complex IV
9635	Complex IV
9636	Complex IV
9637	Complex IV
9638	Complex IV
9639	Complex IV
9640	Complex IV
9641	Complex IV
9642	Complex IV
9643	Complex IV
9644	Complex IV
9645	Complex IV
9646	Complex IV
9647	Complex IV
9648	Complex IV
9649	Complex IV
9650	Complex IV
9651	Complex IV
9652	Complex IV
9653	Complex IV
9654	Complex IV
9655	Complex IV
9656	Complex IV
9657	Complex IV
9658	Complex IV
9659	Complex IV
9660	Complex IV
9661	Complex IV
9662	Complex IV
9663	Complex IV
9664	Complex IV
9665	Complex IV
9666	Complex IV
9667	Complex IV
9668	Complex IV
9669	Complex IV
9670	Complex IV
9671	Complex IV
9672	Complex IV
9673	Complex IV
9674	Complex IV
9675	Complex IV
9676	Complex IV
9677	Complex IV
9678	Complex IV
9679	Complex IV
9680	Complex IV
9681	Complex IV
9682	Complex IV
9683	Complex IV
9684	Complex IV
9685	Complex IV
9686	Complex IV
9687	Complex IV
9688	Complex IV
9689	Complex IV
9690	Complex IV
9691	Complex IV
9692	Complex IV
9693	Complex IV
9694	Complex IV
9695	Complex IV
9696	Complex IV
9697	Complex IV
9698	Complex IV
9699	Complex IV
9700	Complex IV
9701	Complex IV
9702	Complex IV
9703	Complex IV
9704	Complex IV
9705	Complex IV
9706	Complex IV
9707	Complex IV
9708	Complex IV
9709	Complex IV
9710	Complex IV
9711	Complex IV
9712	Complex IV
9713	Complex IV
9714	Complex IV
9715	Complex IV
9716	Complex IV
9717	Complex IV
9718	Complex IV
9719	Complex IV
9720	Complex IV
9721	Complex IV
9722	Complex IV
9723	Complex IV
9724	Complex IV
9725	Complex IV
9726	Complex IV
9727	Complex IV
9728	Complex IV
9729	Complex IV
9730	Complex IV
9731	Complex IV
9732	Complex IV
9733	Complex IV
9734	Complex IV
9735	Complex IV
9736	Complex IV
9737	Complex IV
9738	Complex IV
9739	Complex IV
9740	Complex IV
9741	Complex IV
9742	Complex IV
9743	Complex IV
9744	Complex IV
9745	Complex IV
9746	Complex IV
9747	Complex IV
9748	Complex IV
9749	Complex IV
9750	Complex IV
9751	Complex IV
9752	Complex IV
9753	Complex IV
9754	Complex IV
9755	Complex IV
9756	Complex IV
9757	Complex IV
9758	Complex IV
9759	Complex IV
9760	Complex IV
9761	Complex IV
9762	Complex IV
9763	Complex IV
9764	Complex IV
9765	Complex IV
9766	Complex IV
9767	Complex IV
9768	Complex IV
9769	Complex IV
9770	Complex IV
9771	Complex IV
9772	Complex IV
9773	Complex IV
9774	Complex IV
9775	Complex IV
9776	Complex IV
9777	Complex IV
9778	Complex IV
9779	Complex IV
9780	Complex IV
9781	Complex IV
9782	Complex IV
9783	Complex IV
9784	Complex IV
9785	Complex IV
9786	Complex IV
9787	Complex IV
9788	Complex IV
9789	Complex IV
9790	Complex IV
9791	Complex IV
9792	Complex IV
9793	Complex IV
9794	Complex IV
9795	Complex IV
9796	Complex IV
9797	Complex IV
9798	Complex IV
9799	Complex IV
9800	Complex IV
9801	Complex IV
9802	Complex IV
9803	Complex IV
9804	Complex IV
9805	Complex IV
9806	Complex IV
9807	Complex IV
9808	Complex IV
9809	Complex IV
9810	Complex IV
9811	Complex IV
9812	Complex IV
9813	Complex IV
9814	Complex IV
9815	Complex IV
9816	Complex IV
9817	Complex IV
9818	Complex IV
9819	Complex IV
9820	Complex IV
9821	Complex IV
9822	Complex IV
9823	Complex IV
9824	Complex IV
9825	Complex IV
9826	Complex IV
9827	Complex IV
9828	Complex IV
9829	Complex IV
9830	Complex IV
9831	Complex IV
9832	Complex IV
9833	Complex IV
9834	Complex IV
9835	Complex IV
9836	Complex IV
9837	Complex IV
9838	Complex IV
9839	Complex IV
9840	Complex IV
9841	Complex IV
9842	Complex IV
9843	Complex IV
9844	Complex IV
9845	Complex IV
9846	Complex IV
9847	Complex IV
9848	Complex IV
9849	Complex IV
9850	Complex IV
9851	Complex IV
9852	Complex IV
9853	Complex IV
9854	Complex IV
9855	Complex IV
9856	Complex IV
9857	Complex IV
9858	Complex IV
9859	Complex IV
9860	Complex IV
9861	Complex IV
9862	Complex IV
9863	Complex IV
9864	Complex IV
9865	Complex IV
9866	Complex IV
9867	Complex IV
9868	Complex IV
9869	Complex IV
9870	Complex IV
9871	Complex IV
9872	Complex IV
9873	Complex IV
9874	Complex IV
9875	Complex IV
9876	Complex IV
9877	Complex IV
9878	Complex IV
9879	Complex IV
9880	Complex IV
9881	Complex IV
9882	Complex IV
9883	Complex IV
9884	Complex IV
9885	Complex IV
9886	Complex IV
9887	Complex IV
9888	Complex IV
9889	Complex IV
9890	Complex IV
9891	Complex IV
9892	Complex IV
9893	Complex IV
9894	Complex IV
9895	Complex IV
9896	Complex IV
9897	Complex IV
9898	Complex IV
9899	Complex IV
9900	Complex IV
9901	Complex IV
9902	Complex IV
9903	Complex IV
9904	Complex IV
9905	Complex IV
9906	Complex IV
9907	Complex IV
9908	Complex IV
9909	Complex IV
9910	Complex IV
9911	Complex IV
9912	Complex IV
9913	Complex IV
9914	Complex IV
9915	Complex IV
9916	Complex IV
9917	Complex IV
9918	Complex IV
9919	Complex IV
9920	Complex IV
9921	Complex IV
9922	Complex IV
9923	Complex IV
9924	Complex IV
9925	Complex IV
9926	Complex IV
9927	Complex IV
9928	Complex IV
9929	Complex IV
9930	Complex IV
9931	Complex IV
9932	Complex IV
9933	Complex IV
9934	Complex IV
9935	Complex IV
9936	Complex IV
9937	Complex IV
9938	Complex IV
9939	Complex IV
9940	Complex IV
9941	Complex IV
9942	Complex IV
9943	Complex IV
9944	Complex IV
9945	Complex IV
9946	Complex IV
9947	Complex IV
9948	Complex IV
9949	Complex IV
9950	Complex IV
9951	Complex IV
9952	Complex IV
9953	Complex IV
9954	Complex IV
9955	Complex IV
9956	Complex IV
9957	Complex IV
9958	Complex IV
9959	Complex IV
9960	Complex IV
9961	Complex IV
9962	Complex IV
9963	Complex IV
9964	Complex IV
9965	Complex IV
9966	Complex IV
9967	Complex IV
9968	Complex IV
9969	Complex IV
9970	Complex IV
9971	Complex IV
9972	Complex IV
9973	Complex IV
9974	Complex IV
9975	Complex IV
9976	Complex IV
9977	Complex IV
9978	Complex IV
9979	Complex IV
9980	Complex IV
9981	Complex IV
9982	Complex IV
9983	Complex IV
9984	Complex IV
9985	Complex IV
9986	Complex IV
9987	Complex IV
9988	Complex IV
9989	Complex IV
9990	Complex IV
9991	tRNA
9992	tRNA
9993	tRNA
9994	tRNA
9995	tRNA
9996	tRNA
9997	tRNA
9998	tRNA
9999	tRNA
10000	tRNA
10001	tRNA
10002	tRNA
10003	tRNA
10004	tRNA
10005	tRNA
10006	tRNA
10007	tRNA
10008	tRNA
10009	tRNA
10010	tRNA
10011	tRNA
10012	tRNA
10013	tRNA
10014	tRNA
10015	tRNA
10016	tRNA
10017	tRNA
10018	tRNA
10019	tRNA
10020	tRNA
10021	tRNA
10022	tRNA
10023	tRNA
10024	tRNA
10025	tRNA
10026	tRNA
10027	tRNA
10028	tRNA
10029	tRNA
10030	tRNA
10031	tRNA
10032	tRNA
10033	tRNA
10034	tRNA
10035	tRNA
10036	tRNA
10037	tRNA
10038	tRNA
10039	tRNA
10040	tRNA
10041	tRNA
10042	tRNA
10043	tRNA
10044	tRNA
10045	tRNA
10046	tRNA
10047	tRNA
10048	tRNA
10049	tRNA
10050	tRNA
10051	tRNA
10052	tRNA
10053	tRNA
10054	tRNA
10055	tRNA
10056	tRNA
10057	tRNA
10058	tRNA
10059	Complex I
10060	Complex I
10061	Complex I
10062	Complex I
10063	Complex I
10064	Complex I
10065	Complex I
10066	Complex I
10067	Complex I
10068	Complex I
10069	Complex I
10070	Complex I
10071	Complex I
10072	Complex I
10073	Complex I
10074	Complex I
10075	Complex I
10076	Complex I
10077	Complex I
10078	Complex I
10079	Complex I
10080	Complex I
10081	Complex I
10082	Complex I
10083	Complex I
10084	Complex I
10085	Complex I
10086	Complex I
10087	Complex I
10088	Complex I
10089	Complex I
10090	Complex I
10091	Complex I
10092	Complex I
10093	Complex I
10094	Complex I
10095	Complex I
10096	Complex I
10097	Complex I
10098	Complex I
10099	Complex I
10100	Complex I
10101	Complex I
10102	Complex I
10103	Complex I
10104	Complex I
10105	Complex I
10106	Complex I
10107	Complex I
10108	Complex I
10109	Complex I
10110	Complex I
10111	Complex I
10112	Complex I
10113	Complex I
10114	Complex I
10115	Complex I
10116	Complex I
10117	Complex I
10118	Complex I
10119	Complex I
10120	Complex I
10121	Complex I
10122	Complex I
10123	Complex I
10124	Complex I
10125	Complex I
10126	Complex I
10127	Complex I
10128	Complex I
10129	Complex I
10130	Complex I
10131	Complex I
10132	Complex I
10133	Complex I
10134	Complex I
10135	Complex I
10136	Complex I
10137	Complex I
10138	Complex I
10139	Complex I
10140	Complex I
10141	Complex I
10142	Complex I
10143	Complex I
10144	Complex I
10145	Complex I
10146	Complex I
10147	Complex I
10148	Complex I
10149	Complex I
10150	Complex I
10151	Complex I
10152	Complex I
10153	Complex I
10154	Complex I
10155	Complex I
10156	Complex I
10157	Complex I
10158	Complex I
10159	Complex I
10160	Complex I
10161	Complex I
10162	Complex I
10163	Complex I
10164	Complex I
10165	Complex I
10166	Complex I
10167	Complex I
10168	Complex I
10169	Complex I
10170	Complex I
10171	Complex I
10172	Complex I
10173	Complex I
10174	Complex I
10175	Complex I
10176	Complex I
10177	Complex I
10178	Complex I
10179	Complex I
10180	Complex I
10181	Complex I
10182	Complex I
10183	Complex I
10184	Complex I
10185	Complex I
10186	Complex I
10187	Complex I
10188	Complex I
10189	Complex I
10190	Complex I
10191	Complex I
10192	Complex I
10193	Complex I
10194	Complex I
10195	Complex I
10196	Complex I
10197	Complex I
10198	Complex I
10199	Complex I
10200	Complex I
10201	Complex I
10202	Complex I
10203	Complex I
10204	Complex I
10205	Complex I
10206	Complex I
10207	Complex I
10208	Complex I
10209	Complex I
10210	Complex I
10211	Complex I
10212	Complex I
10213	Complex I
10214	Complex I
10215	Complex I
10216	Complex I
10217	Complex I
10218	Complex I
10219	Complex I
10220	Complex I
10221	Complex I
10222	Complex I
10223	Complex I
10224	Complex I
10225	Complex I
10226	Complex I
10227	Complex I
10228	Complex I
10229	Complex I
10230	Complex I
10231	Complex I
10232	Complex I
10233	Complex I
10234	Complex I
10235	Complex I
10236	Complex I
10237	Complex I
10238	Complex I
10239	Complex I
10240	Complex I
10241	Complex I
10242	Complex I
10243	Complex I
10244	Complex I
10245	Complex I
10246	Complex I
10247	Complex I
10248	Complex I
10249	Complex I
10250	Complex I
10251	Complex I
10252	Complex I
10253	Complex I
10254	Complex I
10255	Complex I
10256	Complex I
10257	Complex I
10258	Complex I
10259	Complex I
10260	Complex I
10261	Complex I
10262	Complex I
10263	Complex I
10264	Complex I
10265	Complex I
10266	Complex I
10267	Complex I
10268	Complex I
10269	Complex I
10270	Complex I
10271	Complex I
10272	Complex I
10273	Complex I
10274	Complex I
10275	Complex I
10276	Complex I
10277	Complex I
10278	Complex I
10279	Complex I
10280	Complex I
10281	Complex I
10282	Complex I
10283	Complex I
10284	Complex I
10285	Complex I
10286	Complex I
10287	Complex I
10288	Complex I
10289	Complex I
10290	Complex I
10291	Complex I
10292	Complex I
10293	Complex I
10294	Complex I
10295	Complex I
10296	Complex I
10297	Complex I
10298	Complex I
10299	Complex I
10300	Complex I
10301	Complex I
10302	Complex I
10303	Complex I
10304	Complex I
10305	Complex I
10306	Complex I
10307	Complex I
10308	Complex I
10309	Complex I
10310	Complex I
10311	Complex I
10312	Complex I
10313	Complex I
10314	Complex I
10315	Complex I
10316	Complex I
10317	Complex I
10318	Complex I
10319	Complex I
10320	Complex I
10321	Complex I
10322	Complex I
10323	Complex I
10324	Complex I
10325	Complex I
10326	Complex I
10327	Complex I
10328	Complex I
10329	Complex I
10330	Complex I
10331	Complex I
10332	Complex I
10333	Complex I
10334	Complex I
10335	Complex I
10336	Complex I
10337	Complex I
10338	Complex I
10339	Complex I
10340	Complex I
10341	Complex I
10342	Complex I
10343	Complex I
10344	Complex I
10345	Complex I
10346	Complex I
10347	Complex I
10348	Complex I
10349	Complex I
10350	Complex I
10351	Complex I
10352	Complex I
10353	Complex I
10354	Complex I
10355	Complex I
10356	Complex I
10357	Complex I
10358	Complex I
10359	Complex I
10360	Complex I
10361	Complex I
10362	Complex I
10363	Complex I
10364	Complex I
10365	Complex I
10366	Complex I
10367	Complex I
10368	Complex I
10369	Complex I
10370	Complex I
10371	Complex I
10372	Complex I
10373	Complex I
10374	Complex I
10375	Complex I
10376	Complex I
10377	Complex I
10378	Complex I
10379	Complex I
10380	Complex I
10381	Complex I
10382	Complex I
10383	Complex I
10384	Complex I
10385	Complex I
10386	Complex I
10387	Complex I
10388	Complex I
10389	Complex I
10390	Complex I
10391	Complex I
10392	Complex I
10393	Complex I
10394	Complex I
10395	Complex I
10396	Complex I
10397	Complex I
10398	Complex I
10399	Complex I
10400	Complex I
10401	Complex I
10402	Complex I
10403	Complex I
10404	Complex I
10405	tRNA
10406	tRNA
10407	tRNA
10408	tRNA
10409	tRNA
10410	tRNA
10411	tRNA
10412	tRNA
10413	tRNA
10414	tRNA
10415	tRNA
10416	tRNA
10417	tRNA
10418	tRNA
10419	tRNA
10420	tRNA
10421	tRNA
10422	tRNA
10423	tRNA
10424	tRNA
10425	tRNA
10426	tRNA
10427	tRNA
10428	tRNA
10429	tRNA
10430	tRNA
10431	tRNA
10432	tRNA
10433	tRNA
10434	tRNA
10435	tRNA
10436	tRNA
10437	tRNA
10438	tRNA
10439	tRNA
10440	tRNA
10441	tRNA
10442	tRNA
10443	tRNA
10444	tRNA
10445	tRNA
10446	tRNA
10447	tRNA
10448	tRNA
10449	tRNA
10450	tRNA
10451	tRNA
10452	tRNA
10453	tRNA
10454	tRNA
10455	tRNA
10456	tRNA
10457	tRNA
10458	tRNA
10459	tRNA
10460	tRNA
10461	tRNA
10462	tRNA
10463	tRNA
10464	tRNA
10465	tRNA
10466	tRNA
10467	tRNA
10468	tRNA
10469	tRNA
10470	Complex I
10471	Complex I
10472	Complex I
10473	Complex I
10474	Complex I
10475	Complex I
10476	Complex I
10477	Complex I
10478	Complex I
10479	Complex I
10480	Complex I
10481	Complex I
10482	Complex I
10483	Complex I
10484	Complex I
10485	Complex I
10486	Complex I
10487	Complex I
10488	Complex I
10489	Complex I
10490	Complex I
10491	Complex I
10492	Complex I
10493	Complex I
10494	Complex I
10495	Complex I
10496	Complex I
10497	Complex I
10498	Complex I
10499	Complex I
10500	Complex I
10501	Complex I
10502	Complex I
10503	Complex I
10504	Complex I
10505	Complex I
10506	Complex I
10507	Complex I
10508	Complex I
10509	Complex I
10510	Complex I
10511	Complex I
10512	Complex I
10513	Complex I
10514	Complex I
10515	Complex I
10516	Complex I
10517	Complex I
10518	Complex I
10519	Complex I
10520	Complex I
10521	Complex I
10522	Complex I
10523	Complex I
10524	Complex I
10525	Complex I
10526	Complex I
10527	Complex I
10528	Complex I
10529	Complex I
10530	Complex I
10531	Complex I
10532	Complex I
10533	Complex I
10534	Complex I
10535	Complex I
10536	Complex I
10537	Complex I
10538	Complex I
10539	Complex I
10540	Complex I
10541	Complex I
10542	Complex I
10543	Complex I
10544	Complex I
10545	Complex I
10546	Complex I
10547	Complex I
10548	Complex I
10549	Complex I
10550	Complex I
10551	Complex I
10552	Complex I
10553	Complex I
10554	Complex I
10555	Complex I
10556	Complex I
10557	Complex I
10558	Complex I
10559	Complex I
10560	Complex I
10561	Complex I
10562	Complex I
10563	Complex I
10564	Complex I
10565	Complex I
10566	Complex I
10567	Complex I
10568	Complex I
10569	Complex I
10570	Complex I
10571	Complex I
10572	Complex I
10573	Complex I
10574	Complex I
10575	Complex I
10576	Complex I
10577	Complex I
10578	Complex I
10579	Complex I
10580	Complex I
10581	Complex I
10582	Complex I
10583	Complex I
10584	Complex I
10585	Complex I
10586	Complex I
10587	Complex I
10588	Complex I
10589	Complex I
10590	Complex I
10591	Complex I
10592	Complex I
10593	Complex I
10594	Complex I
10595	Complex I
10596	Complex I
10597	Complex I
10598	Complex I
10599	Complex I
10600	Complex I
10601	Complex I
10602	Complex I
10603	Complex I
10604	Complex I
10605	Complex I
10606	Complex I
10607	Complex I
10608	Complex I
10609	Complex I
10610	Complex I
10611	Complex I
10612	Complex I
10613	Complex I
10614	Complex I
10615	Complex I
10616	Complex I
10617	Complex I
10618	Complex I
10619	Complex I
10620	Complex I
10621	Complex I
10622	Complex I
10623	Complex I
10624	Complex I
10625	Complex I
10626	Complex I
10627	Complex I
10628	Complex I
10629	Complex I
10630	Complex I
10631	Complex I
10632	Complex I
10633	Complex I
10634	Complex I
10635	Complex I
10636	Complex I
10637	Complex I
10638	Complex I
10639	Complex I
10640	Complex I
10641	Complex I
10642	Complex I
10643	Complex I
10644	Complex I
10645	Complex I
10646	Complex I
10647	Complex I
10648	Complex I
10649	Complex I
10650	Complex I
10651	Complex I
10652	Complex I
10653	Complex I
10654	Complex I
10655	Complex I
10656	Complex I
10657	Complex I
10658	Complex I
10659	Complex I
10660	Complex I
10661	Complex I
10662	Complex I
10663	Complex I
10664	Complex I
10665	Complex I
10666	Complex I
10667	Complex I
10668	Complex I
10669	Complex I
10670	Complex I
10671	Complex I
10672	Complex I
10673	Complex I
10674	Complex I
10675	Complex I
10676	Complex I
10677	Complex I
10678	Complex I
10679	Complex I
10680	Complex I
10681	Complex I
10682	Complex I
10683	Complex I
10684	Complex I
10685	Complex I
10686	Complex I
10687	Complex I
10688	Complex I
10689	Complex I
10690	Complex I
10691	Complex I
10692	Complex I
10693	Complex I
10694	Complex I
10695	Complex I
10696	Complex I
10697	Complex I
10698	Complex I
10699	Complex I
10700	Complex I
10701	Complex I
10702	Complex I
10703	Complex I
10704	Complex I
10705	Complex I
10706	Complex I
10707	Complex I
10708	Complex I
10709	Complex I
10710	Complex I
10711	Complex I
10712	Complex I
10713	Complex I
10714	Complex I
10715	Complex I
10716	Complex I
10717	Complex I
10718	Complex I
10719	Complex I
10720	Complex I
10721	Complex I
10722	Complex I
10723	Complex I
10724	Complex I
10725	Complex I
10726	Complex I
10727	Complex I
10728	Complex I
10729	Complex I
10730	Complex I
10731	Complex I
10732	Complex I
10733	Complex I
10734	Complex I
10735	Complex I
10736	Complex I
10737	Complex I
10738	Complex I
10739	Complex I
10740	Complex I
10741	Complex I
10742	Complex I
10743	Complex I
10744	Complex I
10745	Complex I
10746	Complex I
10747	Complex I
10748	Complex I
10749	Complex I
10750	Complex I
10751	Complex I
10752	Complex I
10753	Complex I
10754	Complex I
10755	Complex I
10756	Complex I
10757	Complex I
10758	Complex I
10759	Complex I
10760	Complex I
10761	Complex I
10762	Complex I
10763	Complex I
10764	Complex I
10765	Complex I
10766	Complex I
10767	Complex I
10768	Complex I
10769	Complex I
10770	Complex I
10771	Complex I
10772	Complex I
10773	Complex I
